datetime,temp,dew,humidity,precip,precipprob,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,conditions,icon
2023-03-15T17:00:00,23.4,20.8,85.34,0,0,16.6,99,83.6,24.1,264,1,Partially cloudy,partly-cloudy-day
2023-03-15T18:00:00,22.7,20.5,87.41,0.1,100,12.6,104.7,32.3,24.1,55,0.2,"Rain, Partially cloudy",rain
2023-03-15T19:00:00,25,20.7,76.63,0,0,3.6,110,90,20,0,,Partially cloudy,partly-cloudy-night
2023-03-15T20:00:00,22.5,20.4,87.93,0,0,7.2,129.2,74.3,24.1,0,,Partially cloudy,partly-cloudy-night
2023-03-15T21:00:00,22.5,20.4,87.93,0,0,5.8,149.7,96.2,24.1,0,,Overcast,cloudy
2023-03-15T22:00:00,24.4,21.1,81.61,0,0,5.2,110,89.4,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-15T23:00:00,25,21,78.53,0,0,7.6,120,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-16T00:00:00,24,21,83.34,0,0,9.4,130,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-16T01:00:00,24.5,21.5,83.45,0,0,3.6,110,90,20,0,,Partially cloudy,partly-cloudy-night
2023-03-16T02:00:00,22.5,20,85.78,0,0,5.8,185.5,98.9,24.1,0,,Overcast,cloudy
2023-03-16T03:00:00,24,21,83.34,0,0,5.4,140,89.4,8,0,,Partially cloudy,partly-cloudy-night
2023-03-16T04:00:00,24,21.5,85.99,0,0,3.6,140,100,20,0,,Overcast,cloudy
2023-03-16T05:00:00,23,22,94.11,0,0,3.6,210,89.4,8,0,,Partially cloudy,partly-cloudy-night
2023-03-16T06:00:00,23,21,88.54,0,0,3.6,170,50,8,0,,Partially cloudy,partly-cloudy-day
2023-03-16T07:00:00,23.6,21.8,89.69,0,0,3.6,180,80,20,35,0.1,Partially cloudy,partly-cloudy-day
2023-03-16T08:00:00,23.2,20.9,86.91,0,0,10.1,127.3,97.7,23.5,148,0.5,Overcast,cloudy
2023-03-16T09:00:00,23.6,20.8,84.32,0,0,10.4,116.9,85.1,24.1,266,1,Partially cloudy,partly-cloudy-day
2023-03-16T10:00:00,27.4,20.5,65.96,0,0,7.3,140,78.6,17.1,420,1.5,Partially cloudy,partly-cloudy-day
2023-03-16T11:00:00,28,20,61.88,0,0,11.2,130,50,10,555,2,Partially cloudy,partly-cloudy-day
2023-03-16T12:00:00,27,21,69.74,0,0,14.8,90,28.6,10,971,3.5,Partially cloudy,partly-cloudy-day
2023-03-16T13:00:00,27.4,21,68.31,0,0,14.4,110,64.3,17.1,982,3.5,Partially cloudy,partly-cloudy-day
2023-03-16T14:00:00,27,21,69.75,0,0,16.6,100,28.6,10,897,3.2,Partially cloudy,partly-cloudy-day
2023-03-16T15:00:00,27,21,69.75,0,0,18.4,90,49.9,10,744,2.7,Partially cloudy,partly-cloudy-day
2023-03-16T16:00:00,26.1,21.1,73.57,0,0,10.8,70,90,20,537,1.9,Partially cloudy,partly-cloudy-day
2023-03-16T17:00:00,25,21,78.52,0,0,16.6,100,89.4,10,292,1.1,Partially cloudy,partly-cloudy-day
2023-03-16T18:00:00,25,21,78.52,0,0,11.2,90,50.1,10,61,0.2,Partially cloudy,partly-cloudy-night
2023-03-16T19:00:00,25.1,21.1,78.54,0.1,100,11.4,93,78.6,17.1,0,,"Rain, Partially cloudy",rain
2023-03-16T20:00:00,25,21,78.53,0,0,9.4,90,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-16T21:00:00,25,21,78.51,0,0,9.4,100,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-16T22:00:00,24.7,21.2,80.92,0,0,4.7,90,78.6,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-16T23:00:00,25,21,78.53,0,0,9.4,120,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-17T00:00:00,24,21,83.36,0,0,7.6,110,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-17T01:00:00,24.1,20.9,82.3,0,0,3.6,110,78.6,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-17T02:00:00,24,21,83.37,0,0,3.6,80,28.6,10,0,,Partially cloudy,partly-cloudy-night
2023-03-17T03:00:00,23,21,88.54,0,0,3.6,230,50,8,0,,Partially cloudy,partly-cloudy-night
2023-03-17T04:00:00,22.4,21,91.66,0,0,0.5,190,71.4,16.6,0,,Partially cloudy,partly-cloudy-night
2023-03-17T05:00:00,22,21,94.06,0,0,0,359,28.6,8,0,,Partially cloudy,partly-cloudy-night
2023-03-17T06:00:00,22,21,94.06,0,0,0,359,50,7,0,,Partially cloudy,partly-cloudy-day
2023-03-17T07:00:00,23.1,21.2,89.33,0,0,4.1,183,78.6,10,78,0.3,Partially cloudy,partly-cloudy-day
2023-03-17T08:00:00,25,21,78.51,0,0,11.1,170,50,10,296,1.1,Partially cloudy,partly-cloudy-day
2023-03-17T09:00:00,26,20,69.56,0,0,11.1,141,49.9,10,528,1.9,Partially cloudy,partly-cloudy-day
2023-03-17T10:00:00,26,20.4,71.1,0,0,9.3,48,78.6,17.1,708,2.5,Partially cloudy,partly-cloudy-day
2023-03-17T11:00:00,27,21,69.73,0,0,9.4,100,50,10,841,3,Partially cloudy,partly-cloudy-day
2023-03-17T12:00:00,28,21,65.78,0,0,11.2,90,28.6,10,936,3.4,Partially cloudy,partly-cloudy-day
2023-03-17T13:00:00,27.7,20.1,63.43,0,0,11.4,84,64.3,17.1,967,3.5,Partially cloudy,partly-cloudy-day
2023-03-17T14:00:00,28,21,65.8,0,0,13,100,28.6,10,909,3.3,Partially cloudy,partly-cloudy-day
2023-03-17T15:00:00,27,20,65.59,0,0,16.6,100,28.6,10,713,2.6,Partially cloudy,partly-cloudy-day
2023-03-17T16:00:00,26.7,20.9,70.3,0,0,12.4,104,64.3,17.1,499,1.8,Partially cloudy,partly-cloudy-day
2023-03-17T17:00:00,25,21,78.49,0,0,16.6,90,28.6,10,292,1.1,Partially cloudy,partly-cloudy-day
2023-03-17T18:00:00,25,21,78.5,0,0,11.2,90,89.2,10,63,0.2,Partially cloudy,partly-cloudy-night
2023-03-17T19:00:00,25,21,78.53,0,0,7.3,90,71.4,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-17T20:00:00,25,21,78.53,0,0,7.6,90,50,10,0,,Partially cloudy,partly-cloudy-night
2023-03-17T21:00:00,25,21,78.53,0,0,9.4,100,89.3,10,0,,Partially cloudy,partly-cloudy-night
2023-03-17T22:00:00,25,20.9,77.86,0,0,4.7,99,78.6,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-17T23:00:00,25,21,78.53,0,0,7.6,120,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-18T00:00:00,25,21,78.53,0,0,7.6,160,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-18T01:00:00,24.4,20.9,80.56,0,0,3.6,110,78.6,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-18T02:00:00,24,20,78.36,0,0,5.4,170,50,10,0,,Partially cloudy,partly-cloudy-night
2023-03-18T03:00:00,23,21,88.55,0,0,1.8,230,28.6,8,0,,Partially cloudy,partly-cloudy-night
2023-03-18T04:00:00,23.1,20.9,87.4,0,0,1.5,220,64.3,16.6,0,,Partially cloudy,partly-cloudy-night
2023-03-18T05:00:00,23,21,88.54,0,0,0,359,28.6,8,0,,Partially cloudy,partly-cloudy-night
2023-03-18T06:00:00,22,21,94.06,0,0,0,0,28.6,8,0,,Partially cloudy,partly-cloudy-day
2023-03-18T07:00:00,22.7,21.1,90.48,0,0,0,224.7,64.3,16.6,91,0.3,Partially cloudy,partly-cloudy-day
2023-03-18T08:00:00,25,21,78.51,0,0,7.5,170,28.6,10,338,1.2,Partially cloudy,partly-cloudy-day
2023-03-18T09:00:00,26,21,73.99,0,0,9.4,170,49.9,10,580,2.1,Partially cloudy,partly-cloudy-day
2023-03-18T10:00:00,27.3,20.5,66.22,0,0,3.6,160,78.6,17.1,783,2.8,Partially cloudy,partly-cloudy-day
2023-03-18T11:00:00,27,21,69.75,0,0,13,80,50,10,922,3.3,Partially cloudy,partly-cloudy-day
2023-03-18T12:00:00,27,20,65.59,0,0,13,90,28.6,10,966,3.5,Partially cloudy,partly-cloudy-day
2023-03-18T13:00:00,27.4,21,68.3,0,0,10.8,110,64.3,17.1,933,3.4,Partially cloudy,partly-cloudy-day
2023-03-18T14:00:00,27,21,69.74,0,0,13,100,28.6,10,901,3.2,Partially cloudy,partly-cloudy-day
2023-03-18T15:00:00,27,20,65.58,0,0,16.6,100,28.6,10,743,2.7,Partially cloudy,partly-cloudy-day
2023-03-18T16:00:00,26.4,20.5,69.93,0,0,7.2,90,78.6,17.1,536,1.9,Partially cloudy,partly-cloudy-day
2023-03-18T17:00:00,26,20,69.58,0,0,13,110,50,10,287,1,Partially cloudy,partly-cloudy-day
2023-03-18T18:00:00,25,20,73.82,0,0,11.2,120,50.1,10,59,0.2,Partially cloudy,partly-cloudy-night
2023-03-18T19:00:00,25.4,20.6,74.87,0,0,7.2,110,78.6,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-18T20:00:00,25,21,78.51,0,0,9.4,130,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-18T21:00:00,25,21,78.51,0,0,7.6,130,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-18T22:00:00,25.1,20.9,77.52,0,0,4.1,163,78.6,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-18T23:00:00,25,21,78.53,0,0,5.4,160,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-19T00:00:00,25,21,78.53,0,0,3.6,230,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-19T01:00:00,24.4,21.2,82.68,0,0,1.6,220,89.4,16.6,0,,Partially cloudy,partly-cloudy-night
2023-03-19T02:00:00,24,21,83.36,0,0,5.4,210,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-19T03:00:00,23,21,88.54,0,0,5.4,200,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-19T04:00:00,23.4,21.1,86.67,0,0,3.6,186,78.6,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-19T05:00:00,23,21,88.55,0,0,5.4,210,28.8,8,0,,Partially cloudy,partly-cloudy-night
2023-03-19T06:00:00,23,21,88.54,0,0,5.4,230,50,8,0,,Partially cloudy,partly-cloudy-day
2023-03-19T07:00:00,23.7,21.1,85.56,0,0,3.6,200,78.6,16.6,90,0.3,Partially cloudy,partly-cloudy-day
2023-03-19T08:00:00,25,21,78.53,0,0,11.1,190,49.9,10,336,1.2,Partially cloudy,partly-cloudy-day
2023-03-19T09:00:00,26,22,78.63,0,0,12.9,190,50,10,577,2.1,Partially cloudy,partly-cloudy-day
2023-03-19T10:00:00,26.5,21.4,73.71,0,0,10.4,140,89.4,17.1,779,2.8,Partially cloudy,partly-cloudy-day
2023-03-19T11:00:00,26,22,78.6,0,0,16.5,130,89.3,10,911,3.3,Partially cloudy,partly-cloudy-day
2023-03-19T12:00:00,27,21,69.73,0,0,14.8,120,89.3,10,979,3.5,Partially cloudy,partly-cloudy-day
2023-03-19T13:00:00,27.4,21,68.3,0,0,10.8,140,89.4,17.1,985,3.5,Partially cloudy,partly-cloudy-day
2023-03-19T14:00:00,27,21,69.73,0,0,18.3,120,89.3,10,904,3.3,Partially cloudy,partly-cloudy-day
2023-03-19T15:00:00,27,21,69.75,0,0,14.8,130,89.3,10,752,2.7,Partially cloudy,partly-cloudy-day
2023-03-19T16:00:00,26.7,20.2,67.58,0,0,7.2,140,96.5,10,539,1.9,Overcast,cloudy
2023-03-19T17:00:00,26,21,73.99,0,0,11.2,120,89.3,10,262,0.9,Partially cloudy,partly-cloudy-day
2023-03-19T18:00:00,26,21,74,0,0,9.3,130,89.3,10,49,0.2,Partially cloudy,partly-cloudy-night
2023-03-19T19:00:00,25.7,22.1,80.36,0,0,3.6,140,89.4,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-19T20:00:00,25,22,83.46,0,0,7.5,160,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-19T21:00:00,25,22,83.47,0,0,1.8,180,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-19T22:00:00,25.4,22.4,83.89,0,0,4.1,171,89.4,17.1,0,,Partially cloudy,partly-cloudy-night
2023-03-19T23:00:00,25,23,88.68,0,0,7.5,160,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-20T00:00:00,25,23,88.68,0,0,3.6,200,89.3,10,0,,Partially cloudy,partly-cloudy-night
2023-03-20T01:00:00,25.1,22.9,87.58,0,0,3.6,192,89.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-20T02:00:00,24,22,88.62,0,0,3.6,220,50.1,10,0,,Partially cloudy,partly-cloudy-night
2023-03-20T03:00:00,23,22,94.11,0,0,3.6,190,50.1,8,0,,Partially cloudy,partly-cloudy-night
2023-03-20T04:00:00,23.4,21.7,90.53,0,0,0.5,212.7,78.6,8.9,0,,Partially cloudy,partly-cloudy-night
2023-03-20T05:00:00,22,21,94.06,0,0,3.6,220,28.6,6,0,,Partially cloudy,partly-cloudy-night
2023-03-20T06:00:00,23,21,88.54,0,0,1.8,210,28.8,5,0,,Partially cloudy,partly-cloudy-day
2023-03-20T07:00:00,23.1,21.7,92.1,0,0,1.6,180,71.4,8.9,76,0.3,Partially cloudy,partly-cloudy-day
2023-03-20T08:00:00,25,22,83.46,0,0,5.4,220,28.6,8,287,1,Partially cloudy,partly-cloudy-day
2023-03-20T09:00:00,27,22,74.15,0,0,7.5,160,28.6,10,525,1.9,Partially cloudy,partly-cloudy-day
2023-03-20T10:00:00,27.7,22.5,73.31,0,0,4.1,152,64.3,10,779,2.8,Partially cloudy,partly-cloudy-day
2023-03-20T11:00:00,29,23,70.13,0,0,9.3,120,28.6,8,920,3.3,Partially cloudy,partly-cloudy-day
2023-03-20T12:00:00,29,22,66.01,0,0,14.7,100,28.6,8,949,3.4,Partially cloudy,partly-cloudy-day
2023-03-20T13:00:00,29.1,22.4,67.43,0,0,9.4,93,71.4,10,937,3.4,Partially cloudy,partly-cloudy-day
2023-03-20T14:00:00,29,23,70.13,0,0,22.3,120,28.6,10,890,3.2,Partially cloudy,partly-cloudy-day
2023-03-20T15:00:00,28,23,74.29,0,0,18.3,110,28.6,10,741,2.7,Partially cloudy,partly-cloudy-day
2023-03-20T16:00:00,26.5,23,81.43,0,0,12.4,110,71.4,10,535,1.9,Partially cloudy,partly-cloudy-day
2023-03-20T17:00:00,26,23,83.54,0,0,14.7,130,49.9,10,293,1.1,Partially cloudy,partly-cloudy-day
2023-03-20T18:00:00,26,23,83.55,0,0,11.1,130,89.2,10,61,0.2,Partially cloudy,partly-cloudy-night
2023-03-20T19:00:00,26,23.2,84.66,0,0,3.6,90,96.5,10,0,,Overcast,cloudy
2023-03-20T20:00:00,25,23,88.68,0,0,3.6,150,49.9,10,0,,Partially cloudy,partly-cloudy-night
2023-03-20T21:00:00,25,23,88.7,0,0,3.6,90,28.6,10,0,,Partially cloudy,partly-cloudy-night
2023-03-20T22:00:00,25.4,23.2,87.96,0,0,0.5,159.5,71.4,10,0,,Partially cloudy,partly-cloudy-night
2023-03-20T23:00:00,25,23,88.7,0,0,1.8,10,28.6,10,0,,Partially cloudy,partly-cloudy-night
2023-03-21T00:00:00,25,23,88.7,0,0,5.4,190,28.6,8,0,,Partially cloudy,partly-cloudy-night
2023-03-21T01:00:00,24.7,23.1,90.61,0,0,4.7,166,71.4,8.9,0,,Partially cloudy,partly-cloudy-night
2023-03-21T02:00:00,24,23,94.15,0,0,7.5,180,28.6,6,0,,Partially cloudy,partly-cloudy-night
2023-03-21T03:00:00,24,23,94.15,0,0,5.4,200,28.6,5,0,,Partially cloudy,partly-cloudy-night
2023-03-21T04:00:00,23.7,21.7,88.59,0,0,4.1,183,71.4,8.9,0,,Partially cloudy,partly-cloudy-night
2023-03-21T05:00:00,23,21,88.54,0,0,7.5,200,28.6,6,0,,Partially cloudy,partly-cloudy-night
2023-03-21T06:00:00,23,21,88.54,0,0,3.6,200,28.6,7,0,,Partially cloudy,partly-cloudy-day
2023-03-21T07:00:00,24,21.7,87.09,0,0,0,188.7,80,9.2,98,0.4,Partially cloudy,partly-cloudy-day
2023-03-21T08:00:00,26,22,78.64,0,0,11.1,180,0.2,8,342,1.2,Clear,clear-day
2023-03-21T09:00:00,28,23,74.29,0,0,9.4,170,50,10,582,2.1,Partially cloudy,partly-cloudy-day
2023-03-21T10:00:00,29.1,23.6,72.25,0,0,7.8,180,90,10,785,2.8,Partially cloudy,partly-cloudy-day
2023-03-21T11:00:00,31,24,66.39,0,0,5.4,130,0.1,8,926,3.3,Clear,clear-day
2023-03-21T12:00:00,31,24,66.36,0,0,12.9,100,0.1,8,996,3.6,Clear,clear-day
2023-03-21T13:00:00,30.7,24.2,68.33,0,0,11.9,90,80,16.6,985,3.5,Partially cloudy,partly-cloudy-day
2023-03-21T14:00:00,31,24,66.35,0,0,14.8,110,0.1,8,901,3.2,Clear,clear-day
2023-03-21T15:00:00,30,24,70.25,0,0,16.5,110,0.1,8,752,2.7,Clear,clear-day
2023-03-21T16:00:00,29.1,25.2,79.32,0,0,11.4,96,71.4,9.5,543,2,Partially cloudy,partly-cloudy-day
2023-03-21T17:00:00,27,24,83.6,0,0,7.6,110,28.6,8,298,1.1,Partially cloudy,partly-cloudy-day
2023-03-21T18:00:00,26,24,88.71,0,0,11.1,90,28.6,8,63,0.2,Partially cloudy,partly-cloudy-night
2023-03-21T19:00:00,26.5,24.1,86.91,0,0,7.2,90,64.3,9.5,0,,Partially cloudy,partly-cloudy-night
2023-03-21T20:00:00,26,24,88.74,0,0,3.6,60,28.6,8,0,,Partially cloudy,partly-cloudy-night
2023-03-21T21:00:00,26,24,88.76,0,0,3.6,100,28.6,8,0,,Partially cloudy,partly-cloudy-night
2023-03-21T22:00:00,26,24.1,89.15,0,0,4.1,90,71.4,9.5,0,,Partially cloudy,partly-cloudy-night
2023-03-21T23:00:00,26,24,88.76,0,0,3.6,130,50,7,0,,Partially cloudy,partly-cloudy-night
2023-03-22T00:00:00,25,24,94.19,0,0,3.6,120,50,6,0,,Partially cloudy,partly-cloudy-night
2023-03-22T01:00:00,25.2,24.1,93.4,0,0,0,140,78.6,8.9,0,,Partially cloudy,partly-cloudy-night
2023-03-22T02:00:00,25,24,94.19,0,0,0,358,50,6,0,,Partially cloudy,partly-cloudy-night
2023-03-22T03:00:00,25,24,94.19,0,0,7.6,160,50,6,0,,Partially cloudy,partly-cloudy-night
2023-03-22T04:00:00,25.1,23.7,92.2,0,0,1.5,202,71.4,8.9,0,,Partially cloudy,partly-cloudy-night
2023-03-22T05:00:00,25,23,88.7,0,0,7.6,180,28.6,5,0,,Partially cloudy,partly-cloudy-night
2023-03-22T06:00:00,24,23,94.13,0,0,5.4,180,28.6,5,0,,Partially cloudy,partly-cloudy-day
2023-03-22T07:00:00,26,23.9,88.02,0,0,3.6,180,64.3,16,104,0.4,Partially cloudy,partly-cloudy-day
2023-03-22T08:00:00,27,24,83.66,0,0,9.3,150,28.6,6,351,1.3,Partially cloudy,partly-cloudy-day
2023-03-22T09:00:00,29,23,70.1,0,0,9.4,190,0.1,7,592,2.1,Clear,clear-day
2023-03-22T10:00:00,30.1,24.4,71.77,0,0,10.4,90,80,16.3,793,2.9,Partially cloudy,partly-cloudy-day
2023-03-22T11:00:00,30,25,74.61,0,0,11.2,90,0.1,7,935,3.4,Clear,clear-day
2023-03-22T12:00:00,31,24,66.39,0,0,11.2,100,0.1,8,1004,3.6,Clear,clear-day
2023-03-22T13:00:00,31.4,24,65.01,0,0,10.8,90,80,16.6,991,3.6,Partially cloudy,partly-cloudy-day
2023-03-22T14:00:00,30,24,70.27,0,0,16.5,100,0.1,8,905,3.3,Clear,clear-day
2023-03-22T15:00:00,29,24,74.43,0,0,16.5,110,0.1,8,751,2.7,Clear,clear-day
2023-03-22T16:00:00,28.8,24.1,75.96,0,0,5.8,110,80,16.6,540,1.9,Partially cloudy,partly-cloudy-day
2023-03-22T17:00:00,28,24,78.87,0,0,11.2,100,0.1,8,297,1.1,Clear,clear-day
2023-03-22T18:00:00,26,24,88.71,0,0,9.3,80,28.6,7,63,0.2,Partially cloudy,partly-cloudy-night
2023-03-22T19:00:00,26.4,24.2,88.01,0,0,6.7,87,64.3,16.3,0,,Partially cloudy,partly-cloudy-night
2023-03-22T20:00:00,26,24,88.73,0,0,9.3,90,28.6,7,0,,Partially cloudy,partly-cloudy-night
2023-03-22T21:00:00,26,24,88.7,0,0,3.6,230,28.6,6,0,,Partially cloudy,partly-cloudy-night
2023-03-22T22:00:00,26.1,24.2,89.53,0,0,3.6,110,64.3,16,0,,Partially cloudy,partly-cloudy-night
2023-03-22T23:00:00,26,24,88.68,0,0,1.8,70,28.6,6,0,,Partially cloudy,partly-cloudy-night
2023-03-23T00:00:00,26,24,88.66,0,0,5.4,160,28.6,6,0,,Partially cloudy,partly-cloudy-night
2023-03-23T01:00:00,25.5,24.1,92.23,0,0,1,180,64.3,15.7,0,,Partially cloudy,partly-cloudy-night
2023-03-23T02:00:00,25,24,94.14,0,0,5.4,180,28.6,4,0,,Partially cloudy,partly-cloudy-night
2023-03-23T03:00:00,25,24,94.09,0,0,3.6,190,28.6,5,0,,Partially cloudy,partly-cloudy-night
2023-03-23T04:00:00,25.1,23.5,90.62,0,0,3.6,160,64.3,15.7,0,,Partially cloudy,partly-cloudy-night
2023-03-23T05:00:00,25,24,94.17,0,0,5.4,160,28.6,4,0,,Partially cloudy,partly-cloudy-night
2023-03-23T06:00:00,25,24,94.17,0,0,5.4,170,49.9,3,1,0,Partially cloudy,partly-cloudy-day
2023-03-23T07:00:00,25.5,24.2,93.02,0,0,3.6,140,71.4,15.1,107,0.4,Partially cloudy,partly-cloudy-day
2023-03-23T08:00:00,27,25,88.79,0,0,5.4,150,28.6,5,355,1.3,Partially cloudy,partly-cloudy-day
2023-03-23T09:00:00,29,24,74.46,0,0,11.1,190,0.1,7,595,2.1,Clear,clear-day
2023-03-23T10:00:00,30.1,25.1,74.59,0,0,10.8,89,90,16.6,797,2.9,Partially cloudy,partly-cloudy-day
2023-03-23T11:00:00,30,25,74.53,0,0,13,80,0.1,8,937,3.4,Clear,clear-day
2023-03-23T12:00:00,31,25,70.47,0,0,11.2,100,30,10,1006,3.6,Partially cloudy,partly-cloudy-day
2023-03-23T13:00:00,30.7,24,67.44,0,0,11.9,90,80,17.1,993,3.6,Partially cloudy,partly-cloudy-day
2023-03-23T14:00:00,30,24,70.25,0,0,16.5,100,30,10,900,3.2,Partially cloudy,partly-cloudy-day
2023-03-23T15:00:00,29,24,74.4,0,0,14.7,110,30,10,747,2.7,Partially cloudy,partly-cloudy-day
2023-03-23T16:00:00,27.8,24.1,80.51,0,0,7.2,110,71.4,16.6,537,1.9,Partially cloudy,partly-cloudy-day
2023-03-23T17:00:00,27,24,83.61,0,0,9.4,90,50,8,293,1.1,Partially cloudy,partly-cloudy-day
2023-03-23T18:00:00,26,24,88.71,0,0,3.6,200,50,7,63,0.2,Partially cloudy,partly-cloudy-night
2023-03-23T19:00:00,26.5,24.4,88.73,0,0,0,109.3,78.6,16,0,,Partially cloudy,partly-cloudy-night
2023-03-23T20:00:00,26,24,88.68,0,0,3.6,30,50,8,0,,Partially cloudy,partly-cloudy-night
2023-03-23T21:00:00,27,24,83.63,0,0,3.6,210,50,8,0,,Partially cloudy,partly-cloudy-night
2023-03-23T22:00:00,26.4,24.4,88.77,0,0,7.2,90,64.3,16.6,0,,Partially cloudy,partly-cloudy-night
2023-03-23T23:00:00,26,24,88.76,0,0,3.6,176.3,28.6,8,0,,Partially cloudy,partly-cloudy-night
