datetime,temp,dew,humidity,precip,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
2023-02-03T03:00:00,23,23,99.98,0,0,360,89.5,5,0,,0,Partially cloudy,partly-cloudy-night
2023-02-03T04:00:00,23.4,22.7,95.79,0,0,0,89.5,8.6,0,,0,Partially cloudy,partly-cloudy-night
2023-02-03T05:00:00,23,23,100,0.1,0,0,88,5,0,,0,"Rain, Partially cloudy",rain
2023-02-03T06:00:00,23,22,94.12,0,0,0,89.5,5,0,,0,Partially cloudy,partly-cloudy-night
2023-02-03T07:00:00,23.4,22.9,97.03,0,0,122.5,89.5,4.3,16,0.1,0,Partially cloudy,partly-cloudy-day
2023-02-03T08:00:00,25,24,94.19,0,0,0,89.4,7,131,0.5,1,Partially cloudy,partly-cloudy-day
2023-02-03T09:00:00,26,23,83.58,0,7.6,100,50.1,8,320,1.2,3,Partially cloudy,partly-cloudy-day
2023-02-03T10:00:00,26.7,22.4,77.07,0,10.9,102,78.6,10,465,1.7,5,Partially cloudy,partly-cloudy-day
2023-02-03T11:00:00,26,23,83.55,0,13,110,89.3,10,758,2.7,8,Partially cloudy,partly-cloudy-day
2023-02-03T12:00:00,27,22,74.15,0,13,100,50,10,810,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-03T13:00:00,27.1,21.9,73.19,0,11.4,93,64.3,17.1,815,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-03T14:00:00,27,22,74.13,0,13,110,28.6,10,771,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-03T15:00:00,26,22,78.63,0,13,90,28.6,10,612,2.2,6,Partially cloudy,partly-cloudy-day
2023-02-03T16:00:00,26.4,22,76.99,0,8.8,101,64.3,17.1,441,1.6,4,Partially cloudy,partly-cloudy-day
2023-02-03T17:00:00,26,22,78.64,0,11.2,110,28.6,10,222,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-03T18:00:00,24,22,88.6,0,5.4,120,28.6,10,30,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-03T19:00:00,24.4,22.1,87.1,0,3.6,90,64.3,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-03T20:00:00,24,22,88.58,0,3.6,110,49.9,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-03T21:00:00,24,22,88.6,0,3.6,180,89.2,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-03T22:00:00,24.1,22.2,89.4,0,1,171,89.4,16.6,0,,0,Partially cloudy,partly-cloudy-night
2023-02-03T23:00:00,24,22,88.6,0,1.8,200,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T00:00:00,24,22,88.62,0,1.8,190,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T01:00:00,24.1,22.2,89.4,0,0.5,196.7,89.4,16.6,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T02:00:00,24,22,88.62,0,0,359,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T03:00:00,24,22,88.62,0,1.8,180,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T04:00:00,24,22.4,90.96,0,0.5,230,89.4,16.3,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T05:00:00,24,22,88.6,0,1.8,220,88,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T06:00:00,23,22,94.11,0,3.6,190,89.3,7,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T07:00:00,23.7,22.7,94.15,0,3.6,183,89.4,8.9,7,0,0,Partially cloudy,partly-cloudy-day
2023-02-04T08:00:00,24,23,94.15,0,7.6,210,89.2,6,99,0.4,1,Partially cloudy,partly-cloudy-day
2023-02-04T09:00:00,26,22,78.66,0,9.4,161,49.9,10,225,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-04T10:00:00,25.7,22.1,80.32,0,7.8,118,89.4,10,530,1.9,5,Partially cloudy,partly-cloudy-day
2023-02-04T11:00:00,25,22,83.41,0,9.4,110,89.2,8,780,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-04T12:00:00,25,22,83.43,0,13,120,89.2,10,852,3.1,9,Partially cloudy,partly-cloudy-day
2023-02-04T13:00:00,26.7,22.4,77.03,0,12.4,113,78.6,17.1,779,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-04T14:00:00,27,22,74.14,0,14.8,120,49.9,10,775,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-04T15:00:00,27,21,69.75,0,14.8,120,28.6,10,635,2.3,6,Partially cloudy,partly-cloudy-day
2023-02-04T16:00:00,26.1,21,73.65,0,13.6,134,78.6,17.1,409,1.5,4,Partially cloudy,partly-cloudy-day
2023-02-04T17:00:00,25,21,78.5,0,14.8,130,28.6,10,210,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-04T18:00:00,25,22,83.47,0,7.6,140,49.9,10,30,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-04T19:00:00,25,21.4,80.26,0,7.8,140,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T20:00:00,24,22,88.58,0,7.6,120,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T21:00:00,24,22,88.58,0,5.4,140,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T22:00:00,24.1,22.2,89.4,0,4.7,119,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-04T23:00:00,24,22,88.6,0,5.4,140,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T00:00:00,24,22,88.62,0,3.6,10,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T01:00:00,24,22.2,89.78,0,3.6,140,96.5,10,0,,0,Overcast,cloudy
2023-02-05T02:00:00,24,22,88.62,0,5.4,170,99.8,10,0,,0,Overcast,cloudy
2023-02-05T03:00:00,24,22,88.62,0,9.3,140,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T04:00:00,24,22.1,89.01,0,5.2,140,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T05:00:00,24,22,88.6,0,5.4,140,88,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T06:00:00,24,22,88.62,0,9.3,170,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T07:00:00,24.1,22.6,91.36,0,0,207.6,89.4,17.1,26,0.1,0,Partially cloudy,partly-cloudy-day
2023-02-05T08:00:00,24,22,88.6,0,11.1,170,89.2,10,219,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-05T09:00:00,25,22,83.44,0,7.6,160,89.2,10,448,1.6,4,Partially cloudy,partly-cloudy-day
2023-02-05T10:00:00,26.3,21.7,75.66,0,8.3,110,78.6,17.1,646,2.3,6,Partially cloudy,partly-cloudy-day
2023-02-05T11:00:00,27,22,74.13,0,14.7,110,49.9,10,791,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-05T12:00:00,27,21,69.75,0,18.4,120,28.6,10,844,3,8,Partially cloudy,partly-cloudy-day
2023-02-05T13:00:00,27.4,21,68.31,0,10.8,110,64.3,17.1,771,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-05T14:00:00,27,19,61.64,0,20.5,130,28.6,10,727,2.6,7,Partially cloudy,partly-cloudy-day
2023-02-05T15:00:00,27,20,65.58,0,18.3,110,28.6,10,632,2.3,6,Partially cloudy,partly-cloudy-day
2023-02-05T16:00:00,27,20.2,66.46,0,10.8,90,64.3,17.1,440,1.6,4,Partially cloudy,partly-cloudy-day
2023-02-05T17:00:00,25,21,78.52,0,11.2,120,28.6,10,224,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-05T18:00:00,24,22,88.6,0,9.4,120,50,10,32,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-05T19:00:00,24.4,21.9,85.99,0,7.2,140,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T20:00:00,24,22,88.6,0,3.6,130,50,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T21:00:00,24,22,88.6,0,5.4,171,50,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T22:00:00,24.1,22,88.24,0,2.2,201,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-05T23:00:00,24,22,88.62,0,3.6,190,50,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T00:00:00,24,22,88.62,0,3.6,170,50,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T01:00:00,24.1,21.9,87.49,0,3.6,200,96.5,17.1,0,,0,Overcast,cloudy
2023-02-06T02:00:00,24,22,88.62,0,3.6,170,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T03:00:00,24,22,88.63,0,5.4,130,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T04:00:00,23.7,21.7,88.61,0,1,199.6,96.5,16.6,0,,0,Overcast,cloudy
2023-02-06T05:00:00,24,22,88.6,0,9.4,150,88,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T06:00:00,23,22,94.12,0,3.6,200,89.3,7,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T07:00:00,23.7,22,90.16,0,1.6,172,89.5,9.1,28,0.1,0,Partially cloudy,partly-cloudy-day
2023-02-06T08:00:00,24,22,88.62,0,5.4,160,89.4,6,215,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-06T09:00:00,25,22,83.47,0,5.4,160,89.4,7,420,1.5,4,Partially cloudy,partly-cloudy-day
2023-02-06T10:00:00,25.4,22,81.37,0,4.7,92,89.4,16.6,603,2.2,6,Partially cloudy,partly-cloudy-day
2023-02-06T11:00:00,27,22,74.14,0,9.4,110,28.8,10,751,2.7,8,Partially cloudy,partly-cloudy-day
2023-02-06T12:00:00,28,22,69.95,0,13,110,28.8,10,813,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-06T13:00:00,27.1,20.7,68.27,0,10.8,90,64.3,17.1,810,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-06T14:00:00,27,21,69.75,0,18.3,110,28.6,10,754,2.7,8,Partially cloudy,partly-cloudy-day
2023-02-06T15:00:00,27,21,69.75,0,14.7,90,28.6,10,608,2.2,6,Partially cloudy,partly-cloudy-day
2023-02-06T16:00:00,26.4,21.2,73.39,0,10.8,110,64.3,17.1,427,1.5,4,Partially cloudy,partly-cloudy-day
2023-02-06T17:00:00,25,22,83.42,0,7.6,130,49.9,10,223,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-06T18:00:00,25,22,83.46,0,9.4,130,89.2,10,31,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-06T19:00:00,24.4,22.1,86.73,0,3.6,180,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T20:00:00,24,22,88.6,0,3.6,157.4,49.9,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T21:00:00,24,22,88.62,0,3.6,160.7,49.9,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T22:00:00,24.1,22,88.25,0,0,165.1,64.3,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-06T23:00:00,24,22,88.62,0,1.8,270,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T00:00:00,23,22,94.11,0,3.6,300,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T01:00:00,23.4,21.9,91.32,0,3.6,160,71.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T02:00:00,23,22,94.11,0,5.4,160,50,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T03:00:00,23,22,94.11,0,3.6,150,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T04:00:00,23.4,22.1,92.12,0,3.6,140,89.4,16.3,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T05:00:00,23,22,94.1,0,5.4,180,88,6,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T06:00:00,23,22,94.12,0,5.4,190,89.4,6,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T07:00:00,23.4,22.1,92.52,0,0,173.7,89.5,16,28,0.1,0,Partially cloudy,partly-cloudy-day
2023-02-07T08:00:00,25,22,83.49,0,7.6,170,89.3,10,221,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-07T09:00:00,26,21,74.01,0,7.5,151,50,10,451,1.6,5,Partially cloudy,partly-cloudy-day
2023-02-07T10:00:00,26.4,22,77.01,0,3.6,50,78.6,17.1,642,2.3,6,Partially cloudy,partly-cloudy-day
2023-02-07T11:00:00,29,22,66.02,0,9.3,191,28.6,10,791,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-07T12:00:00,29,22,66.02,0,5.4,290,28.6,10,859,3.1,9,Partially cloudy,partly-cloudy-day
2023-02-07T13:00:00,28.4,22,68.53,0,11.4,92,64.3,17.1,871,3.1,9,Partially cloudy,partly-cloudy-day
2023-02-07T14:00:00,28,22,69.95,0,14.7,110,28.6,10,794,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-07T15:00:00,27,22,74.17,0,16.5,110,28.6,10,650,2.3,7,Partially cloudy,partly-cloudy-day
2023-02-07T16:00:00,25.7,22.2,81.04,0,10.9,93,89.4,17.1,459,1.7,5,Partially cloudy,partly-cloudy-day
2023-02-07T17:00:00,25,23,88.67,0,7.6,100,89.3,10,235,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-07T18:00:00,25,22,83.46,0,11.1,120,89.3,10,34,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-07T19:00:00,25.1,23,88.31,0,0,148.9,89.5,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T20:00:00,25,23,88.7,0,5.4,140,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T21:00:00,26,23,83.6,0,7.5,139,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T22:00:00,25.4,23.2,87.97,0,6.7,109,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-07T23:00:00,25,23,88.7,0,7.6,130,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T00:00:00,25,23,88.7,0,7.6,130,89.3,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T01:00:00,24.7,23.1,90.61,0,5.8,140,89.4,16.6,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T02:00:00,25,23,88.71,0,11.1,150,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T03:00:00,25,23,88.71,0,11.1,140,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T04:00:00,24.7,22.9,89.45,0,7.3,140,89.4,16.6,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T05:00:00,24,23,94.15,0,7.5,120,89.4,7,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T06:00:00,24,22,88.62,0,7.5,140,89.4,7,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T07:00:00,24,22.7,92.55,0,10.8,140,89.4,8.9,29,0.1,0,Partially cloudy,partly-cloudy-day
2023-02-08T08:00:00,25,23,88.7,0,11.1,150,50.1,8,223,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-08T09:00:00,27,23,78.8,0,7.5,150,50.1,8,441,1.6,4,Partially cloudy,partly-cloudy-day
2023-02-08T10:00:00,28,23.1,74.65,0,7.2,140,78.6,17.1,626,2.3,6,Partially cloudy,partly-cloudy-day
2023-02-08T11:00:00,28,23,74.31,0,16.5,110,28.8,10,709,2.6,7,Partially cloudy,partly-cloudy-day
2023-02-08T12:00:00,28,23,74.32,0,22.3,110,28.6,10,802,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-08T13:00:00,27.5,22.9,76.16,0,18,110,64.3,17.1,813,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-08T14:00:00,27,22,74.14,0,20.5,110,28.6,10,782,2.8,8,Partially cloudy,partly-cloudy-day
2023-02-08T15:00:00,27,22,74.14,0,22.3,120,28.6,10,649,2.3,6,Partially cloudy,partly-cloudy-day
2023-02-08T16:00:00,27.1,21.7,72.57,0,13,99,64.3,17.1,446,1.6,4,Partially cloudy,partly-cloudy-day
2023-02-08T17:00:00,26,22,78.66,0,13,120,50,10,230,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-08T18:00:00,25,22,83.46,0,14.7,140,89.3,10,34,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-08T19:00:00,25.1,22.9,87.55,0,7.8,154,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T20:00:00,25,23,88.68,0,9.4,130,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T21:00:00,25,23,88.68,0,11.1,130,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T22:00:00,25,22.9,87.94,0,8.3,101,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-08T23:00:00,25,23,88.7,0,11.1,129,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T00:00:00,24,23,94.15,0,5.4,120,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T01:00:00,24.7,22.7,88.69,0,10.8,110,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T02:00:00,24,23,94.17,0,9.3,140,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T03:00:00,24,23,94.17,0,7.5,149,89.2,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T04:00:00,24.1,22.9,92.96,0,4.7,140,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T05:00:00,24,23,94.17,0,5.4,150,89.2,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T06:00:00,24,23,94.17,0,7.5,160,89.2,7,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T07:00:00,24.1,23,93.76,0,3.6,200,89.4,16.2,30,0.1,0,Partially cloudy,partly-cloudy-day
2023-02-09T08:00:00,25,23,88.7,0,5.4,190,87.4,10,228,0.8,2,Partially cloudy,partly-cloudy-day
2023-02-09T09:00:00,26,23,83.55,0,11.1,160,49.9,10,457,1.6,5,Partially cloudy,partly-cloudy-day
2023-02-09T10:00:00,27.5,22.9,76.17,0,11.1,25,78.6,17.1,619,2.2,6,Partially cloudy,partly-cloudy-day
2023-02-09T11:00:00,28,23,74.29,0,12.9,130,49.9,10,723,2.6,7,Partially cloudy,partly-cloudy-day
2023-02-09T12:00:00,28,22,69.93,0,16.5,110,28.6,10,838,3,8,Partially cloudy,partly-cloudy-day
2023-02-09T13:00:00,27.7,21.9,70.47,0,14.6,116,64.3,17.1,824,3,8,Partially cloudy,partly-cloudy-day
2023-02-09T14:00:00,28,22,69.92,0,16.6,130,28.6,10,723,2.6,7,Partially cloudy,partly-cloudy-day
2023-02-09T15:00:00,27,22,74.13,0,18.3,110,28.6,10,574,2.1,6,Partially cloudy,partly-cloudy-day
2023-02-09T16:00:00,27.5,21.7,71.05,0,9.9,116,64.3,17.1,388,1.4,4,Partially cloudy,partly-cloudy-day
2023-02-09T17:00:00,26,22,78.66,0,14.7,120,28.6,10,198,0.7,2,Partially cloudy,partly-cloudy-day
2023-02-09T18:00:00,25,22,83.46,0,7.6,130,28.6,10,30,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-09T19:00:00,25.1,22.2,84.21,0,3.6,89,71.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T20:00:00,25,22,83.47,0,5.4,140,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T21:00:00,25,23,88.68,0,7.6,140,50,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T22:00:00,25.1,22.7,86.81,0,3.6,139,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-09T23:00:00,25,23,88.68,0,5.4,130,50,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T00:00:00,25,23,88.68,0,7.6,130,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T01:00:00,25,23.1,89.08,0,3.6,110,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T02:00:00,25,23,88.7,0,5.4,109,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T03:00:00,24,23,94.15,0,7.5,110,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T04:00:00,24.4,22.9,91.38,0,7.8,110,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T05:00:00,24,22,88.62,0,5.4,131,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T06:00:00,24,22,88.62,0,3.6,140,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T07:00:00,24.1,22.2,89.41,0,3.6,140,89.4,16.6,28,0.1,0,Partially cloudy,partly-cloudy-day
2023-02-10T08:00:00,25,23,88.68,0,7.6,150,89.3,8,207,0.7,2,Partially cloudy,partly-cloudy-day
2023-02-10T09:00:00,28,22,69.96,0,11.1,150,50,10,451,1.6,5,Partially cloudy,partly-cloudy-day
2023-02-10T10:00:00,28.7,21.5,65.09,0,3.6,160,64.3,17.1,657,2.4,7,Partially cloudy,partly-cloudy-day
2023-02-10T11:00:00,30,21,58.62,0,7.6,170,28.6,10,809,2.9,8,Partially cloudy,partly-cloudy-day
2023-02-10T12:00:00,29,22,65.99,0,14.7,100,28.6,10,891,3.2,9,Partially cloudy,partly-cloudy-day
2023-02-10T13:00:00,29,21.7,64.57,0,13.6,99,64.3,17.1,895,3.2,9,Partially cloudy,partly-cloudy-day
2023-02-10T14:00:00,28,22,69.92,0,18.3,120,28.6,10,820,3,8,Partially cloudy,partly-cloudy-day
2023-02-10T15:00:00,28,21,65.78,0,16.5,130,28.6,10,676,2.4,7,Partially cloudy,partly-cloudy-day
2023-02-10T16:00:00,27.8,21.5,68.35,0,6.8,110,80,17.1,476,1.7,5,Partially cloudy,partly-cloudy-day
2023-02-10T17:00:00,26,22,78.63,0,18.3,120,28.6,10,243,0.9,2,Partially cloudy,partly-cloudy-day
2023-02-10T18:00:00,25,22,83.46,0,12.9,130,28.6,10,37,0.1,0,Partially cloudy,partly-cloudy-night
2023-02-10T19:00:00,25.1,22.4,84.94,0,6.7,137,64.3,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T20:00:00,25,22,83.47,0,1.8,129.7,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T21:00:00,25,22,83.47,0,5.4,100,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T22:00:00,24.7,22.7,88.68,0,3.6,110,71.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
2023-02-10T23:00:00,25,23,88.68,0,1.8,220,49.9,8,0,,0,Partially cloudy,partly-cloudy-night
